UTTERANCE,SCENARIO,ANNOTATION_USER,ANNOTATION_SYSTEM,AGENT_TEMPLATE_UTTERANCE
how many fees are,"customer wants to know about other fees, beside downpayment",REQUEST(fee),OFFER_SLOT_VALUE(fee=trash_fee),Fee includes trash fee
what will you do for me,customer wants to know what service the real estate agent provides,FAQ(info=type_of_services_provided),"ANSWER(info={help you find a home, negotiate a...","services include help you find a home, negotia..."
what area is the apartment,customer wants to know how much a real estate agent charge,FAQ(info=typical_charge_amount),ANSWER(info=2% to 3% of the sales price),2% to 3% of the sales price
what homes are available that cost less than 500000,customerr budget is around 500k,INFORM(budget=500K),ack(). Request(move_in_date),OK. Ask when buyer would like to move in
how far is the house from the nearest grocery store,customer wants to know about nearby grocery store,REQUEST(nearby_grocery),OFFER_SLOT_VALUE(nearby_grocery=Safeway),Nearby grocery is Safeway
service provided by the real estate agent,customer wants to know what service the real estate agent provides,FAQ(info=type_of_services_provided),"ANSWER(info={help you find a home, negotiate a...","services include help you find a home, negotia..."
how much credit do i need,customer are looking for an luxury home,INFORM(category=luxury),ack(). Request(budget),OK. Ask buyer about his budget
will i be able to park my car without any problems near the apartment,customer wants to know the parking situation of the apartment,REQUEST(parking),OFFER_SLOT_VALUE(parking=street parking),Parking is street parking
how many square foot is the apartment,customer wants to know how big the apartment is,REQUEST(apartment_size),OFFER_SLOT_VALUE(apartment_size = 650 square f...,Apartment size is 650 square feet
how much charges i have to pay to real estate agent,customer wants to know how much a real estate agent charge,FAQ(info=typical_charge_amount),ANSWER(info=2% to 3% of the sales price),2% to 3% of the sales price
i need a house that will be turn key within 2 years,customer are looking to move in the next two year,INFORM(move_in_date=within_2_years),"SELECT(property_name={House on Maple Street, H...",Offer a property named House on Maple Street a...
how much is the department,customer wants to know how big the apartment is,REQUEST(apartment_size),OFFER_SLOT_VALUE(apartment_size = 650 square f...,Apartment size is 650 square feet
how much credit do i need,customer wants to know what happens during closing process,FAQ(info=closing_process),"ANSWER(info = {sign legal documents,home inspe...","sign legal documents,home inspection,pay trans..."
may i view options for moving in 2 years,customer are looking to move in the next two year,INFORM(move_in_date=within_2_years),"SELECT(property_name={House on Maple Street, H...",Offer a property named House on Maple Street a...
you are asking whether it allows pets dog or cat,customer wants to know which neighborhoods the real estate agent covers,FAQ(info=coverage_area),"ANSWER(info={Neighborhood A, Neighborhood B, N...","covers Neighborhood A, Neighborhood B, Neighbo..."
how big is the department,customer wants to know how big the apartment is,REQUEST(apartment_size),OFFER_SLOT_VALUE(apartment_size = 650 square f...,Apartment size is 650 square feet
i need an apartment with 2 rooms,customer wants to know how many bedrooms the apartment has,REQUEST(num_of_bedrooms),OFFER_SLOT_VALUE(num_of_bedrooms=1),number of bedrooms equals one
what are the payment options for the first installment,customer wants to know how much customerr down payment should be,FAQ(info=amount_of_down_payment),ANSWER(info=minimal 3.5% down payment),minimal 3.5% down payment
how many rooms does the department have,customer wants to know how many bedrooms the apartment has,REQUEST(num_of_bedrooms),OFFER_SLOT_VALUE(num_of_bedrooms=1),number of bedrooms equals one
how long would it take to move,customer are looking to move immediately,INFORM(move_in_date=immediately),OFFER(property_name=Edgewater),Offer a property named Edgewater
what services are there in the building,customer wants to know the amenties that are in the building,REQUEST(amenties),"OFFER_SLOT_VALUE(amenties = {gym,swimming pool})",Amenties include gym and swimming pool
there are point of sale,customer wants to know about nearby grocery store,REQUEST(nearby_grocery),OFFER_SLOT_VALUE(nearby_grocery=Safeway),Nearby grocery is Safeway
el edificio posee maletero,customer wants to know the amenties that are in the building,REQUEST(amenties),"OFFER_SLOT_VALUE(amenties = {gym,swimming pool})",Amenties include gym and swimming pool
what kind of items does the store sell,customer wants to know about nearby grocery store,REQUEST(nearby_grocery),OFFER_SLOT_VALUE(nearby_grocery=Safeway),Nearby grocery is Safeway
i need to buy a condo,customer are looking for a condo,"INFORM(intent=search_home,property_type=condo)",ack(). Request(category),OK. Ask buyer whether he wants luxury or affor...
how many houses need to see before making a decision,customer wants to know how many homes customer should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
would you please give me details regarding the down payment,customer wants to know how much customerr down payment should be,FAQ(info=amount_of_down_payment),ANSWER(info=minimal 3.5% down payment),minimal 3.5% down payment
what credit do i need to buy a house,customer wants to know how much credit score customer need to buy a home,FAQ(info=how_many_credit_score),ANSWER(info=minimum 500  score to get a loan),need a minimum 500 credit score to get a loan
is your fee tax deductable,customer wants to know how much a real estate agent charge,FAQ(info=typical_charge_amount),ANSWER(info=2% to 3% of the sales price),2% to 3% of the sales price
how many houses can i see before i buy,customer wants to know how many homes customer should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
el departamento es apto para 4 personas,customer wants to know how big the apartment is,REQUEST(apartment_size),OFFER_SLOT_VALUE(apartment_size = 650 square f...,Apartment size is 650 square feet
can i park my car in front of my house without being worried,customer wants to know how safe the neighborhood is,REQUEST(neighborhood_safety),OFFER_SLOT_VALUE(neighborhood_safety=low crime),Neighborhood safety is low crime
how many schools do we have near the house,customer are looking for a single family home,"INFORM(intent=search_home,property_type=single...",ack(). Request(category),OK. Ask buyer whether he wants luxury or affor...
none of above,customerr wants to know if an apartment allows pet,REQUEST(pet_policy),OFFER_SLOT_VALUE(pet_policy=allowed),Pet is allowed
what neighborhoods do you cover,customer wants to know which neighborhoods the real estate agent covers,FAQ(info=coverage_area),"ANSWER(info={Neighborhood A, Neighborhood B, N...","covers Neighborhood A, Neighborhood B, Neighbo..."
what services are you providing,customer wants to know what service the real estate agent provides,FAQ(info=type_of_services_provided),"ANSWER(info={help you find a home, negotiate a...","services include help you find a home, negotia..."
do you know of any condo available,customer are looking for a condo,"INFORM(intent=search_home,property_type=condo)",ack(). Request(category),OK. Ask buyer whether he wants luxury or affor...
buenos dias,customer wants to know what happens during closing process,FAQ(info=closing_process),"ANSWER(info = {sign legal documents,home inspe...","sign legal documents,home inspection,pay trans..."
can i find a house under 600 000,customer wants to know what the first step to buying a home is,FAQ(info=first_step_to_purchase),ANSWER(info=getting pre-approved for a mortgage),first step is to get pre-approved for a mortgage
is there police monitoring regularly,customer wants to know how safe the neighborhood is,REQUEST(neighborhood_safety),OFFER_SLOT_VALUE(neighborhood_safety=low crime),Neighborhood safety is low crime
is safety guaranteed in the neighborhood,customer wants to know how safe the neighborhood is,REQUEST(neighborhood_safety),OFFER_SLOT_VALUE(neighborhood_safety=low crime),Neighborhood safety is low crime
i have no idea,customerr wants to know if an apartment allows pet,REQUEST(pet_policy),OFFER_SLOT_VALUE(pet_policy=allowed),Pet is allowed
how much would i charge for advice,customer wants to know how much a real estate agent charge,FAQ(info=typical_charge_amount),ANSWER(info=2% to 3% of the sales price),2% to 3% of the sales price
what are the amenities in the building,customer wants to know the amenties that are in the building,REQUEST(amenties),"OFFER_SLOT_VALUE(amenties = {gym,swimming pool})",Amenties include gym and swimming pool
