UTTERANCE,SCENARIO,ANNOTATION_USER,ANNOTATION_SYSTEM,AGENT_TEMPLATE_UTTERANCE
what is the average number of homes people look at before making a decision,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many homes should we view,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
is there an average amount of homes people view before making their purchase,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
i like it but i would like to check the prices of other apartments before making a decision,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many apartments can i visit in one day to make a decision,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
there are other houses i can visit after this one,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many homes will i be shown,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
i need to see a few homes before buying,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
show me some homes to buy,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many homes would you suggest that i look at,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
is there a base number of homes that i should look at,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
i d like an estimate of how many homes to view before my final decision,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
before my decision how many homes would you suggest i view,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
do you have enough house to show me,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
is your supply of houses abundant,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many homes i should view before i choose somewhat,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many homes do i have to see to decide for one,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
which one do you recommend me,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many houses do we have left to see,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many houses i have to view,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many houses there are to show,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how much credit do i need,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how much credit do i need,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how much credit do i need,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
are there an specific number of homes should i view before taking a decision,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
i have viewed 3 options how many do i need to view to make a decisión,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
is there a number of options should i view for taking decision,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many homes are available in your company,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
does all the houses are the same in the company,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
excuse me how many houses are there in this neighborhood to see them and make a decision to stay with,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
what is the amount of house that i must see to decide for me,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
what is the number of houses in this area,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many homes average client usually sees before making decision,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
is it ok if ask to see few more,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
do you haw that many houses prepared to see right now,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how many homes can you show me in this area,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
do you have other areas to compare,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
see several homes with the same characteristics to be able to compare,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
what are my options,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
could advise me with what i m looking for,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
it is possible to see more houses,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
how much is the rent per month,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
can i keep my dog here,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
what is your policy on pets,you want to know how many homes you should view before making a decision,FAQ(info=num_home_views),ANSWER(info=on average 10 homes),on average home buyers view 10 homes
